Date,Parameter1,Parameter2,Parameter3,Parameter4
2006-02-18,327709,134941,352312,708290
2006-02-19,995932,666731,123899,887068
2006-02-20,717765,123663,861491,114453
2006-02-21,336853,630102,260920,583375
2006-02-22,866919,336215,844272,246636
2006-02-23,757248,802116,191658,876526
2006-02-24,267253,591611,722061,308823
2006-02-25,894587,864832,233506,236682
2006-02-26,179814,762638,267620,997914
2006-02-27,990562,265893,947618,778659
2006-02-28,479957,891383,303157,374050
2006-03-01,793048,88630,461827,5890
2006-03-02,651953,492859,328010,721887
2006-03-03,284987,121472,360186,739755
2006-03-04,226189,955579,892523,647852
2006-03-05,261038,626389,409187,701167
2006-03-06,946042,576311,996133,62892
2006-03-07,993559,161195,241332,245803
2006-03-08,496928,737972,263814,362484
2006-03-09,598856,560935,696469,281908
2006-03-10,526703,659277,183802,927342
2006-03-11,201035,426643,898349,814981
2006-03-12,287117,319672,319621,659603
2006-03-13,874293,784858,395523,339870
2006-03-14,359188,226980,820500,742193
2006-03-15,254337,677164,793661,51581
2006-03-16,374585,956206,777123,190191
2006-03-17,529986,387169,699040,501439
2006-03-18,298495,738984,678035,806004
2006-03-19,536459,446800,523919,812497
2006-03-20,289326,863413,37706,724637
2006-03-21,449566,218553,99129,705356
2006-03-22,979207,33171,595610,834504
2006-03-23,268696,843749,186182,85199
2006-03-24,945247,867790,414192,72802
2006-03-25,680880,515884,23151,949276
2006-03-26,529374,598252,987738,684245
2006-03-27,26362,295518,909186,939957
2006-03-28,90959,745695,56881,55953
2006-03-29,259108,160660,258992,318197
2006-03-30,75210,515884,837024,346360
2006-03-31,785537,839595,667779,321002
2006-04-01,742919,426607,226003,609106
2006-04-02,150572,978183,177380,423448
2006-04-03,425021,968490,315284,790360
2006-04-04,415258,92222,123645,269644
2006-04-05,263531,582885,70750,601025
2006-04-06,129899,24815,559781,543780
2006-04-07,857209,464598,40557,815008
2006-04-08,735729,529997,462740,646341
2006-04-09,75934,809518,410172,486810
2006-04-10,271617,940788,389218,690360
2006-04-11,165439,75302,900283,467011
2006-04-12,801039,356959,65260,722977
2006-04-13,378815,838017,927313,496807
2006-04-14,253239,709551,430634,489812
2006-04-15,311609,39275,1687,842426
2006-04-16,857205,812173,582057,894476
2006-04-17,790292,864828,412233,673013
2006-04-18,481174,926673,657947,386534
2006-04-19,129369,172992,681705,561748
2006-04-20,21682,284100,346286,680785
2006-04-21,673909,64567,389905,825963
2006-04-22,738980,830571,50801,220685
2006-04-23,191485,166175,540546,227785
2006-04-24,165619,356343,768762,116563
2006-04-25,277669,871777,763,655962
2006-04-26,315566,710542,226831,612468
2006-04-27,716407,928981,643019,629637
2006-04-28,410349,310870,468854,602218
2006-04-29,39067,195461,439225,348845
2006-04-30,579219,82807,443561,56665
2006-05-01,686675,402102,627273,681349
2006-05-02,968464,532661,508686,723479
2006-05-03,239102,287909,78600,76579
2006-05-04,645430,740448,575467,720992
2006-05-05,495317,912387,797516,376118
2006-05-06,286707,116201,44935,315517
2006-05-07,548577,126157,264771,925930
2006-05-08,534762,682379,53146,209585
2006-05-09,757087,827122,383747,987718
2006-05-10,854178,594218,926126,325624
2006-05-11,650831,809655,161924,308430
2006-05-12,903859,427174,82873,325865
2006-05-13,237860,175768,175228,225400
2006-05-14,831615,364425,810720,781789
2006-05-15,314037,5005,631982,737061
2006-05-16,907866,644438,302862,416375
2006-05-17,455774,109970,14723,188438
2006-05-18,97726,554762,963725,346873
2006-05-19,780191,331759,395912,951508
2006-05-20,341081,239756,708024,703368
2006-05-21,166668,87284,622310,827388
2006-05-22,686329,366558,364418,182747
2006-05-23,221365,699695,504422,801465
2006-05-24,185405,879342,37236,898544
2006-05-25,91283,541907,899886,897863
2006-05-26,294519,916819,983327,223420
2006-05-27,346808,927349,929767,187575
2006-05-28,792329,819210,953435,287138
2006-05-29,358681,473985,845009,16937
2006-05-30,816694,660409,35363,215580
2006-05-31,345200,413172,398910,695829
2006-06-01,345775,651335,205742,414794
2006-06-02,641321,924791,809112,618291
2006-06-03,873139,134775,430657,516132
2006-06-04,127538,310155,141533,382925
2006-06-05,318581,48565,598874,751002
2006-06-06,839559,850047,570668,987106
2006-06-07,810011,633092,652643,401939
2006-06-08,200112,159972,206387,816902
2006-06-09,225135,342461,678508,717488
2006-06-10,903479,646742,525144,80911
2006-06-11,843455,115466,604846,898670
2006-06-12,416619,406743,562977,717933
2006-06-13,516486,234885,763072,567420
2006-06-14,835235,751549,515482,996657
2006-06-15,171936,473328,449893,3090
2006-06-16,73166,561532,566951,268372
2006-06-17,88070,166220,13055,135873
2006-06-18,940735,491257,88122,983958
2006-06-19,425969,304030,339827,634044
2006-06-20,68595,773689,53734,519332
2006-06-21,217618,158113,705653,604528
2006-06-22,835743,499877,153842,417490
2006-06-23,638260,674642,122086,809354
2006-06-24,91792,167108,148299,2068
2006-06-25,160696,38875,954109,944104
2006-06-26,652483,921839,111709,751558
2006-06-27,306655,878871,323805,767739
2006-06-28,729318,4090,601795,518257
2006-06-29,464378,18502,713417,222525
2006-06-30,616126,403207,155875,166245
2006-07-01,765265,921619,51769,65339
2006-07-02,676532,755950,198214,941206
2006-07-03,782469,463759,36600,652100
2006-07-04,914357,609653,805449,467716
2006-07-05,145104,326896,549631,308819
2006-07-06,198289,376150,70408,948637
2006-07-07,153759,761248,88667,969530
2006-07-08,640272,130383,537726,407610
2006-07-09,884665,732475,850210,638006
2006-07-10,584213,378950,825843,611689
2006-07-11,145703,180422,447960,836301
2006-07-12,904997,556025,910064,815527
2006-07-13,986025,85254,437061,42041
2006-07-14,250677,600908,451082,479296
2006-07-15,505162,368089,653012,114268
2006-07-16,526112,344196,277526,629022
2006-07-17,346393,366967,971660,481622
2006-07-18,996789,74822,114668,756221
2006-07-19,242752,656127,793757,908726
2006-07-20,688033,995001,26271,449047
2006-07-21,450919,994026,663814,347666
2006-07-22,467957,91581,309358,855806
2006-07-23,505061,166259,829191,811089
2006-07-24,253542,382392,958965,706941
2006-07-25,712486,38757,565089,645814
2006-07-26,15607,516326,523630,876383
2006-07-27,955484,646286,895951,872348
2006-07-28,330575,849415,354317,68232
2006-07-29,871048,988598,995391,922016
2006-07-30,364545,955858,777240,813675
2006-07-31,184266,383930,323422,239750
2006-08-01,125243,405053,308577,781000
2006-08-02,267555,765256,911700,367478
2006-08-03,247030,621468,843603,81878
2006-08-04,492784,158933,127718,982782
2006-08-05,301537,878775,325720,544552
2006-08-06,355600,387427,836165,593587
2006-08-07,334478,95983,939158,160303
2006-08-08,185861,334794,886588,950495
2006-08-09,738128,479797,415510,14451
2006-08-10,660245,736476,84060,932166
2006-08-11,280890,747091,313489,874692
2006-08-12,962105,153260,284511,148471
2006-08-13,886923,850915,510127,427003
2006-08-14,606706,260124,716167,192391
2006-08-15,359751,74542,806033,805113
2006-08-16,34937,535729,518604,762082
2006-08-17,884104,367995,905919,948674
2006-08-18,891345,364995,268423,289846
2006-08-19,793566,623079,115229,317070
2006-08-20,619697,992923,86253,686825
2006-08-21,952684,650489,657096,258013
2006-08-22,746994,223185,600836,496103
2006-08-23,28833,717007,315240,5270
2006-08-24,869016,287988,259702,212677
2006-08-25,99271,679914,909072,928824
2006-08-26,860710,926375,517712,216940
2006-08-27,900431,428246,785750,366802
2006-08-28,189490,992340,726603,921916
2006-08-29,856811,858139,808635,75315
2006-08-30,436313,748579,431145,594320
2006-08-31,769600,947702,653558,697836
2006-09-01,17277,289583,222012,545920
2006-09-02,977617,105268,170443,810886
2006-09-03,566497,839749,172997,517132
2006-09-04,985474,100546,497642,510078
2006-09-05,312487,387369,650810,12619
2006-09-06,483982,276018,237286,464043
2006-09-07,939916,229933,80076,962665
2006-09-08,934225,961812,818728,995234
2006-09-09,160334,804472,480729,625885
2006-09-10,426419,17351,706618,727008
2006-09-11,917002,237860,650429,793657
2006-09-12,476408,120520,858797,186005
2006-09-13,29740,881243,571981,114216
2006-09-14,233959,389446,604208,444449
2006-09-15,599848,713880,554074,156833
2006-09-16,648669,361124,239115,251804
2006-09-17,321645,439429,58936,988268
2006-09-18,891580,969940,794088,842724
2006-09-19,365638,62455,856013,804929
2006-09-20,657128,235412,948769,298060
2006-09-21,438815,999605,381108,502830
2006-09-22,230181,555776,242804,186273
2006-09-23,665545,115049,114716,462700
2006-09-24,810682,903592,107635,436674
2006-09-25,742059,385634,658308,694180
2006-09-26,855149,587623,930012,912344
2006-09-27,637537,669820,450274,835307
2006-09-28,441159,809138,104179,926646
2006-09-29,227878,516426,703667,151986
2006-09-30,821512,23491,338314,898995
2006-10-01,635170,325361,311281,942706
2006-10-02,503953,189666,629556,630068
2006-10-03,598545,430243,195272,359407
2006-10-04,63582,83776,841481,590229
2006-10-05,805202,456613,673554,661116
2006-10-06,337461,893741,991938,634654
2006-10-07,449511,164333,848466,155791
2006-10-08,847759,608038,18088,888457
2006-10-09,884544,744302,59458,805623
2006-10-10,83565,623063,789526,770336
2006-10-11,165433,378213,859237,626760
2006-10-12,847508,829595,228704,913815
2006-10-13,703549,873208,884554,657179
2006-10-14,241177,879809,262050,561706
2006-10-15,458830,739913,232624,349448
2006-10-16,333339,298243,737552,339165
2006-10-17,578991,273638,857137,582411
2006-10-18,421987,669796,320866,690069
2006-10-19,441884,504034,481274,161523
2006-10-20,313990,865310,220773,885804
2006-10-21,809769,416479,989759,458151
2006-10-22,869691,36062,275368,951262
2006-10-23,838879,328720,637240,598305
2006-10-24,882510,970525,173410,843331
2006-10-25,873661,468934,834412,890880
2006-10-26,797648,395982,281421,503607
2006-10-27,678193,747978,133040,946957
2006-10-28,473444,721508,160805,592932
2006-10-29,27397,272920,664460,781911
2006-10-30,687584,124679,627407,889370
2006-10-31,643851,242097,528094,218212
2006-11-01,364374,383935,321247,410775
2006-11-02,941803,491109,720221,877704
2006-11-03,690216,39470,694626,435982
2006-11-04,635356,585968,886304,834840
2006-11-05,189554,954344,90476,570743
2006-11-06,74407,635696,382615,282066
2006-11-07,111430,254054,807498,548264
2006-11-08,745070,582297,982600,564837
2006-11-09,127508,804407,917707,388590
2006-11-10,467174,499106,329612,50841
2006-11-11,327044,149825,27133,179318
2006-11-12,97241,964252,369255,753391
2006-11-13,953101,686889,233647,207828
2006-11-14,108620,217501,718035,488465
2006-11-15,592137,844704,38141,868996
2006-11-16,710971,372677,996706,381179
2006-11-17,514676,94242,28454,816725
2006-11-18,237059,116539,653154,22228
2006-11-19,570336,400110,347502,89965
2006-11-20,497163,377277,33946,234351
2006-11-21,27909,815284,238888,77929
2006-11-22,548771,198463,302736,113489
2006-11-23,959857,837274,196115,783971
2006-11-24,839320,443085,805810,621609
2006-11-25,116713,431372,586680,838204
2006-11-26,745158,679446,91677,943703
2006-11-27,12370,238537,330093,911829
2006-11-28,1661,86328,418726,180779
2006-11-29,426214,561158,839357,268214
2006-11-30,26198,592420,448164,870196
2006-12-01,121130,533118,974165,82453
2006-12-02,280107,815562,303370,106136
2006-12-03,219022,943845,776367,773541
2006-12-04,590105,677563,27607,98938
2006-12-05,215508,985659,57004,422392
2006-12-06,553490,265696,410108,939692
2006-12-07,100760,157764,980596,870533
2006-12-08,311286,417588,804204,803773
2006-12-09,407231,49272,331710,771372
2006-12-10,965583,488781,737531,188635
2006-12-11,323807,369488,838151,77190
2006-12-12,382826,574315,139750,281585
2006-12-13,770817,674739,753861,501070
2006-12-14,740367,519154,247059,643459
2006-12-15,129718,932186,529774,962113
2006-12-16,508450,60661,618017,461471
2006-12-17,699572,478788,714392,766903
2006-12-18,930818,710298,814059,790642
2006-12-19,956324,501577,719870,101962
2006-12-20,495767,492841,405015,467004
2006-12-21,391064,665291,669951,885663
2006-12-22,638062,226949,955478,904958
2006-12-23,96160,233397,961380,316147
2006-12-24,128307,615334,403637,579699
2006-12-25,710446,920180,28526,995281
2006-12-26,949645,212960,821397,565543
2006-12-27,261985,749149,574802,910716
2006-12-28,580202,412262,969318,852584
2006-12-29,340735,62824,236069,149040
2006-12-30,819214,42332,255025,141392
2006-12-31,556305,546229,541735,91163
2007-01-01,468346,384472,982558,36624
2007-01-02,391824,571320,274987,36276
2007-01-03,621472,147731,918734,480489
2007-01-04,313551,567926,162814,905470
2007-01-05,584299,609345,756150,709997
2007-01-06,867575,720965,817184,578948
2007-01-07,273119,871127,97918,309621
2007-01-08,537356,37173,498783,729435
2007-01-09,818913,641171,656817,339382
2007-01-10,726403,139842,745474,5257
2007-01-11,263243,686588,689663,396441
2007-01-12,139189,692400,942383,733528
2007-01-13,275499,604738,266727,803036
2007-01-14,806021,338121,570903,676882
2007-01-15,8623,113682,680326,342444
2007-01-16,328475,871760,487253,982618
2007-01-17,872319,669479,154330,815946
2007-01-18,961972,240767,928478,525489
2007-01-19,817208,170697,652585,710188
2007-01-20,303312,605676,723456,382446
2007-01-21,146147,130099,632821,512486
2007-01-22,911464,890495,869342,857803
2007-01-23,231888,140439,229301,975822
2007-01-24,614224,623777,838216,604663
2007-01-25,848342,948412,388775,375406
2007-01-26,580,704742,513249,989094
2007-01-27,61690,990139,526986,33473
2007-01-28,728032,120418,965842,496465
2007-01-29,684635,960410,101488,504817
2007-01-30,461583,970641,302825,626641
2007-01-31,946579,156853,442871,684672
2007-02-01,71706,762702,628274,769034
2007-02-02,748239,397005,571723,191070
2007-02-03,155388,275926,773868,511466
2007-02-04,405514,464688,176520,226094
2007-02-05,730722,502866,359169,321249
2007-02-06,850534,402836,480968,416002
2007-02-07,872447,156126,744133,985970
2007-02-08,304625,821155,253441,297364
2007-02-09,707994,197665,661955,787680
2007-02-10,900232,111342,172315,443139
2007-02-11,15184,789073,686445,346660
2007-02-12,522461,494435,893117,856325
2007-02-13,14880,52684,249981,359700
2007-02-14,257301,754178,413360,186115
2007-02-15,884832,528716,182039,963331
2007-02-16,667437,212570,82860,953700
2007-02-17,134583,851582,782823,395590
2007-02-18,714236,746912,807848,109543
2007-02-19,971532,983573,777099,209124
2007-02-20,333488,813061,416395,928344
2007-02-21,33383,604444,790372,57216
2007-02-22,687291,102231,494182,347439
2007-02-23,471882,995632,370463,425062
2007-02-24,259910,232288,118071,109861
2007-02-25,72741,543941,827800,53862
2007-02-26,924882,886014,566590,203377
2007-02-27,924528,368378,388243,481488
2007-02-28,699807,551750,240117,355691
2007-03-01,931811,54867,638304,719745
2007-03-02,925439,966380,189224,148525
2007-03-03,389251,161960,422246,80330
2007-03-04,859973,649222,303377,565770
2007-03-05,305250,553102,786354,727382
2007-03-06,21947,831863,330595,665832
2007-03-07,523809,521341,653822,415465
2007-03-08,205860,802115,361484,300511
2007-03-09,175050,711051,578703,784324
2007-03-10,698093,95399,165031,124843
2007-03-11,5635,562857,295181,841047
2007-03-12,731083,267288,557056,514217
2007-03-13,288387,288427,346206,936204
2007-03-14,611548,428141,706666,828141
2007-03-15,834922,993490,481043,505096
2007-03-16,646075,522847,771785,156540
2007-03-17,518838,681162,591161,437549
2007-03-18,454684,599450,63068,483928
2007-03-19,269193,711453,340204,802689
2007-03-20,92829,657410,413756,174746
2007-03-21,631306,861982,110315,76118
2007-03-22,66459,862951,541368,438379
2007-03-23,815039,445182,181657,127135
2007-03-24,905325,443503,132456,986936
2007-03-25,840510,466506,556265,413026
2007-03-26,715360,448588,298884,781861
2007-03-27,291474,407764,906164,371147
2007-03-28,694614,952249,839295,556932
2007-03-29,761489,343670,56421,579656
2007-03-30,338993,763113,470663,133753
2007-03-31,468441,911547,883433,973996
2007-04-01,610970,619795,577092,250083
2007-04-02,881413,391478,993367,355033
2007-04-03,876873,592838,434924,21087
2007-04-04,858668,889720,658540,838833
2007-04-05,38124,917143,980422,485975
2007-04-06,536472,340179,188333,227240
2007-04-07,263609,874273,330377,847172
2007-04-08,126073,180431,49529,681316
2007-04-09,669944,782219,835337,266183
2007-04-10,624627,844890,176085,189567
2007-04-11,855559,866962,336259,337290
2007-04-12,850964,659521,374605,207430
2007-04-13,975351,416160,815167,244447
2007-04-14,416108,705535,69862,327940
2007-04-15,958953,210820,561106,540949
2007-04-16,498888,712278,280951,172842
2007-04-17,446206,914724,166126,348756
2007-04-18,525715,395741,757727,463313
2007-04-19,441589,442340,326493,433524
2007-04-20,458211,47099,170231,387206
2007-04-21,689728,337337,401794,298239
2007-04-22,706347,909682,573087,292363
2007-04-23,670508,977569,623654,898770
2007-04-24,176793,441063,974068,412535
2007-04-25,9233,86448,653672,518217
